COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,INDICE,ipm,saber_punt_global_mean
95,GUAVIARE,95025,EL RETORNO,"0,25",0.24602860748843083,245.0
73,TOLIMA,73067,ATACO,"1,50",0.23386718750000002,250.66666666666666
52,NARIÑO,52227,CUMBAL,"0,60",0.254,271.1118881118881
52,NARIÑO,52699,SANTACRUZ,"0,57",0.254,286.875
52,NARIÑO,52215,CÓRDOBA,"1,14",0.254,267.17543859649123
54,NORTE DE SANTANDER,54871,VILLA CARO,"0,58",0.26416399286987524,253.33333333333334
50,META,50590,PUERTO RICO,"2,10",0.21401589825119238,261.0
54,NORTE DE SANTANDER,54206,CONVENCIÓN,"1,74",0.26416399286987524,313.6666666666667
20,CESAR,20750,SAN DIEGO,"0,09",0.261579879560751,202.75
73,TOLIMA,73124,CAJAMARCA,"2,15",0.23386718750000002,269.45454545454544
54,NORTE DE SANTANDER,54418,LOURDES,"2,45",0.26416399286987524,244.33333333333334
73,TOLIMA,73024,ALPUJARRA,"4,29",0.23386718750000002,169.0
15,BOYACÁ,15720,SATIVANORTE,"2,48",0.21142715559960357,211.0
19,CAUCA,19743,SILVIA,"0,31",0.22989817415730338,271.2439024390244
54,NORTE DE SANTANDER,54377,LABATECA,"1,08",0.26416399286987524,293.0
70,SUCRE,70400,LA UNIÓN,"0,19",0.2775482487491065,252.66666666666666
25,CUNDINAMARCA,25320,GUADUAS,"4,79",0.19428256765261168,251.9090909090909
15,BOYACÁ,15476,MOTAVITA,"0,97",0.21142715559960357,296.0
19,CAUCA,19807,TIMBÍO,"3,46",0.22989817415730338,284.7162162162162
52,NARIÑO,52411,LINARES,"1,17",0.254,282.4
73,TOLIMA,73504,ORTEGA,"0,89",0.23386718750000002,263.3333333333333
68,SANTANDER,68500,OIBA,"0,95",0.20767434317223482,272.0833333333333
54,NORTE DE SANTANDER,54518,PAMPLONA,"11,76",0.26416399286987524,276.2705882352941
08,ATLÁNTICO,08638,SABANALARGA,"4,10",0.2301888,248.875
05,ANTIOQUIA,05190,CISNEROS,"14,16",0.2120180810731992,192.0
41,HUILA,41306,GIGANTE,"4,11",0.22292018170019468,257.3095238095238
52,NARIÑO,52786,TAMINANGO,"0,83",0.254,288.5125
15,BOYACÁ,15837,TUTA,"3,36",0.21142715559960357,294.3181818181818
91,AMAZONAS,91540,PUERTO NARIÑO,"0,10",0.25404312668463613,267.0
15,BOYACÁ,15480,MUZO,"3,07",0.21142715559960357,290.75
19,CAUCA,19212,CORINTO,"0,13",0.22989817415730338,299.75
76,VALLE DEL CAUCA,76497,OBANDO,"6,38",0.19479325699745548,290.2857142857143
13,BOLÍVAR,13052,ARJONA,"4,58",0.26594403345127055,234.9
15,BOYACÁ,15638,SÁCHICA,"2,48",0.21142715559960357,278.0
05,ANTIOQUIA,05001,MEDELLÍN,"24,42",0.2120180810731992,256.24231242312425
25,CUNDINAMARCA,25372,JUNÍN,"1,27",0.19428256765261168,241.0
15,BOYACÁ,15660,SAN EDUARDO,"2,65",0.21142715559960357,285.0
73,TOLIMA,73563,PRADO,"2,99",0.23386718750000002,250.55555555555554
76,VALLE DEL CAUCA,76054,ARGELIA,"4,34",0.19479325699745548,273.5
52,NARIÑO,52540,POLICARPA,"0,17",0.254,262.47058823529414
25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,"0,68",0.19428256765261168,268.22222222222223
17,CALDAS,17388,LA MERCED,"2,03",0.20705396825396827,290.0
68,SANTANDER,68121,CABRERA,"1,39",0.20767434317223482,272.5
25,CUNDINAMARCA,25154,CARMEN DE CARUPA,"1,21",0.19428256765261168,235.0
20,CESAR,20517,PAILITAS,"0,84",0.261579879560751,221.61764705882354
25,CUNDINAMARCA,25279,FOMEQUE,"2,12",0.19428256765261168,226.5
25,CUNDINAMARCA,25322,GUASCA,"5,12",0.19428256765261168,270.9230769230769
25,CUNDINAMARCA,25845,UNE,"3,74",0.19428256765261168,258.0
08,ATLÁNTICO,08573,PUERTO COLOMBIA,"55,16",0.2301888,300.8636363636364
13,BOLÍVAR,13074,BARRANCO DE LOBA,"1,35",0.26594403345127055,221.0
68,SANTANDER,68464,MOGOTES,"1,95",0.20767434317223482,309.0
05,ANTIOQUIA,05607,RETIRO,"22,68",0.2120180810731992,244.25
13,BOLÍVAR,13647,SAN ESTANISLAO,"0,92",0.26594403345127055,297.6666666666667
70,SUCRE,70508,OVEJAS,"2,85",0.2775482487491065,260.55555555555554
15,BOYACÁ,15511,PACHAVITA,"1,22",0.21142715559960357,281.6666666666667
73,TOLIMA,73055,ARMERO,"6,10",0.23386718750000002,246.0
23,CÓRDOBA,23168,CHIMÁ,"0,34",0.2646156546156546,218.5
13,BOLÍVAR,13030,ALTOS DEL ROSARIO,"1,38",0.26594403345127055,205.5
76,VALLE DEL CAUCA,76126,CALIMA,"3,47",0.19479325699745548,272.1818181818182
05,ANTIOQUIA,05679,SANTA BÁRBARA,"7,24",0.2120180810731992,220.33333333333334
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,"3,91",0.26594403345127055,234.26666666666668
41,HUILA,41026,ALTAMIRA,"0,96",0.22292018170019468,275.8888888888889
85,CASANARE,85225,NUNCHÍA,"1,18",0.21921489275596923,279.4
94,GUAINÍA,94343,BARRANCOMINAS,"0,02",0.3276698262243286,172.0
15,BOYACÁ,15296,GAMEZA,"1,81",0.21142715559960357,286.4
15,BOYACÁ,15276,FLORESTA,"2,66",0.21142715559960357,291.9
54,NORTE DE SANTANDER,54520,PAMPLONITA,"0,70",0.26416399286987524,254.5
15,BOYACÁ,15879,VIRACACHÁ,"0,88",0.21142715559960357,274.0
70,SUCRE,70713,SAN ONOFRE,"1,07",0.2775482487491065,261.5
85,CASANARE,85410,TAURAMENA,"5,66",0.21921489275596923,271.13793103448273
41,HUILA,41378,LA ARGENTINA,"3,10",0.22292018170019468,282.48
52,NARIÑO,52720,SAPUYES,"0,72",0.254,290.57575757575756
17,CALDAS,17013,AGUADAS,"3,39",0.20705396825396827,313.7142857142857
68,SANTANDER,68092,BETULIA,"1,21",0.20767434317223482,201.76923076923077
73,TOLIMA,73408,LÉRIDA,"6,47",0.23386718750000002,266.14285714285717
76,VALLE DEL CAUCA,76606,RESTREPO,"1,57",0.19479325699745548,289.1818181818182
68,SANTANDER,68169,CHARTA,"1,73",0.20767434317223482,297.3333333333333
19,CAUCA,19533,PIAMONTE,"0,56",0.22989817415730338,273.8888888888889
52,NARIÑO,52323,GUALMATÁN,"1,52",0.254,314.2258064516129
68,SANTANDER,68686,SAN MIGUEL,"1,98",0.20767434317223482,315.0
68,SANTANDER,68872,VILLANUEVA,"2,35",0.20767434317223482,314.57142857142856
18,CAQUETA,18860,VALPARAÍSO,"0,46",0.24688277668631303,255.4
25,CUNDINAMARCA,25841,UBAQUE,"2,45",0.19428256765261168,272.0
68,SANTANDER,68432,MÁLAGA,"6,90",0.20767434317223482,288.05555555555554
47,MAGDALENA,47245,EL BANCO,"2,62",0.2781801670904468,244.0
68,SANTANDER,68895,ZAPATOCA,"3,19",0.20767434317223482,245.5
25,CUNDINAMARCA,25040,ANOLAIMA,"3,23",0.19428256765261168,266.0
76,VALLE DEL CAUCA,76243,EL ÁGUILA,"2,67",0.19479325699745548,259.0
68,SANTANDER,68296,GALÁN,"2,39",0.20767434317223482,357.0
68,SANTANDER,68101,BOLÍVAR,"0,78",0.20767434317223482,315.85714285714283
18,CAQUETA,18610,SAN JOSÉ DEL FRAGUA,"0,13",0.24688277668631303,214.5
76,VALLE DEL CAUCA,76233,DAGUA,"8,12",0.19479325699745548,236.58333333333334
25,CUNDINAMARCA,25307,GIRARDOT,"18,62",0.19428256765261168,252.28571428571428
73,TOLIMA,73686,SANTA ISABEL,"2,62",0.23386718750000002,250.5
85,CASANARE,85001,YOPAL,"13,51",0.21921489275596923,269.0173913043478
52,NARIÑO,52490,OLAYA HERRERA,"0,06",0.254,270.5
73,TOLIMA,73443,MARIQUITA - SAN SEBASTIÁN DE MARIQUITA,"6,96",0.23386718750000002,252.14893617021278
68,SANTANDER,68549,PINCHOTE,"12,59",0.20767434317223482,300.0
50,META,50270,EL DORADO,"2,60",0.21401589825119238,267.0
86,PUTUMAYO,86757,SAN MIGUEL,"0,18",0.23961087866108785,280.8333333333333
50,META,50450,PUERTO CONCORDIA,"2,72",0.21401589825119238,221.4
76,VALLE DEL CAUCA,76130,CANDELARIA,"9,29",0.19479325699745548,274.27868852459017
25,CUNDINAMARCA,25438,MEDINA,"3,11",0.19428256765261168,275.44444444444446
95,GUAVIARE,95015,CALAMAR,"2,55",0.24602860748843083,188.0
73,TOLIMA,73770,SUÁREZ,"2,70",0.23386718750000002,224.0
73,TOLIMA,73861,VENADILLO,"5,52",0.23386718750000002,255.73333333333332
68,SANTANDER,68533,PÁRAMO,"1,10",0.20767434317223482,296.5
73,TOLIMA,73349,HONDA,"11,27",0.23386718750000002,249.8421052631579
41,HUILA,41799,TELLO,"0,53",0.22292018170019468,261.0
20,CESAR,20570,PUEBLO BELLO,"0,07",0.261579879560751,282.85714285714283
18,CAQUETA,18410,LA MONTAÑITA,"0,79",0.24688277668631303,235.7
05,ANTIOQUIA,05604,REMEDIOS,"6,40",0.2120180810731992,284.25
27,CHOCÓ,27491,NÓVITA,"0,33",0.3020449521002211,244.0
52,NARIÑO,52352,ILES,"1,29",0.254,284.1875
15,BOYACÁ,15757,SOCHA,"3,53",0.21142715559960357,290.7692307692308
50,META,50606,RESTREPO,"6,29",0.21401589825119238,273.27272727272725
20,CESAR,20060,BOSCONIA,"6,75",0.261579879560751,230.0
20,CESAR,20228,CURUMANÍ,"0,30",0.261579879560751,246.47619047619048
15,BOYACÁ,15580,QUÍPAMA,"2,09",0.21142715559960357,250.6
05,ANTIOQUIA,05129,CALDAS,"21,63",0.2120180810731992,238.06060606060606
73,TOLIMA,73168,CHAPARRAL,"6,49",0.23386718750000002,265.38461538461536
05,ANTIOQUIA,05368,JERICÓ,"8,20",0.2120180810731992,250.0
19,CAUCA,19573,PUERTO TEJADA,"7,46",0.22989817415730338,251.59405940594058
15,BOYACÁ,15272,FIRAVITOBA,"2,90",0.21142715559960357,292.3809523809524
13,BOLÍVAR,13836,TURBACO,"8,27",0.26594403345127055,234.875
27,CHOCÓ,27205,CONDOTO,"3,32",0.3020449521002211,206.0
23,CÓRDOBA,23001,MONTERÍA,"11,02",0.2646156546156546,251.86222222222221
54,NORTE DE SANTANDER,54250,EL TARRA,"3,48",0.26416399286987524,245.2
19,CAUCA,19392,LA SIERRA,"0,28",0.22989817415730338,261.0
19,CAUCA,19100,BOLÍVAR,"0,34",0.22989817415730338,295.135593220339
41,HUILA,41244,ELÍAS,"0,21",0.22292018170019468,314.75
52,NARIÑO,52694,SAN PEDRO DE CARTAGO,"0,75",0.254,264.40909090909093
73,TOLIMA,73200,COELLO,"1,92",0.23386718750000002,256.5
68,SANTANDER,68444,MATANZA,"1,87",0.20767434317223482,322.25
05,ANTIOQUIA,05647,SAN ANDRÉS DE CUERQUÍA,"5,51",0.2120180810731992,206.0
17,CALDAS,17653,SALAMINA,"4,37",0.20705396825396827,256.8
76,VALLE DEL CAUCA,76890,YOTOCO,"7,61",0.19479325699745548,261.35
54,NORTE DE SANTANDER,54670,SAN CALIXTO,"1,21",0.26416399286987524,215.0
25,CUNDINAMARCA,25867,VIANÍ,"1,73",0.19428256765261168,207.0
52,NARIÑO,52224,CUASPUD CARLOSAMA,"2,15",0.254,273.0833333333333
05,ANTIOQUIA,05142,CARACOLÍ,"5,85",0.2120180810731992,205.0
25,CUNDINAMARCA,25326,GUATAVITA,"4,92",0.19428256765261168,343.0
68,SANTANDER,68867,VETAS,"1,23",0.20767434317223482,315.0
15,BOYACÁ,15774,SUSACÓN,"1,51",0.21142715559960357,296.5
15,BOYACÁ,15001,TUNJA,"23,94",0.21142715559960357,292.8921832884097
25,CUNDINAMARCA,25473,MOSQUERA,"22,53",0.19428256765261168,266.6015037593985
13,BOLÍVAR,13001,CARTAGENA,"15,48",0.26594403345127055,252.61051212938006
68,SANTANDER,68468,MOLAGAVITA,"0,92",0.20767434317223482,294.6
50,META,50124,CABUYARO,"3,40",0.21401589825119238,196.33333333333334
63,QUINDÍO,63130,CALARCA,"13,03",0.20098887515451175,263.3968253968254
52,NARIÑO,52838,TÚQUERRES,"3,06",0.254,281.7751196172249
19,CAUCA,19513,PADILLA,"0,30",0.22989817415730338,302.85714285714283
41,HUILA,41548,PITAL,"2,09",0.22292018170019468,286.1923076923077
19,CAUCA,19110,BUENOS AIRES,"0,22",0.22989817415730338,238.5
11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.","25,31",0.1587797311271975,288.6242687747036
05,ANTIOQUIA,05045,APARTADÓ,"14,34",0.2120180810731992,222.29752066115702
25,CUNDINAMARCA,25386,LA MESA,"7,18",0.19428256765261168,241.0625
44,LA GUAJIRA,44430,MAICAO,"5,50",0.31803024846957145,251.12359550561797
70,SUCRE,70678,SAN BENITO ABAD,"0,07",0.2775482487491065,223.75
20,CESAR,20001,VALLEDUPAR,"13,81",0.261579879560751,247.75583482944344
13,BOLÍVAR,13006,ACHÍ,"0,87",0.26594403345127055,204.0
54,NORTE DE SANTANDER,54820,TOLEDO,"0,57",0.26416399286987524,288.8333333333333
52,NARIÑO,52233,CUMBITARA,"0,12",0.254,296.3333333333333
47,MAGDALENA,47980,ZONA BANANERA,"0,38",0.2781801670904468,221.6
73,TOLIMA,73616,RIOBLANCO,"1,02",0.23386718750000002,262.6666666666667
25,CUNDINAMARCA,25394,LA PALMA,"2,68",0.19428256765261168,220.0
15,BOYACÁ,15676,SAN MIGUEL DE SEMA,"1,13",0.21142715559960357,343.5
19,CAUCA,19809,TIMBIQUÍ,"0,06",0.22989817415730338,296.0
27,CHOCÓ,27050,ATRATO,"0,40",0.3020449521002211,192.0
70,SUCRE,70235,GALERAS,"0,13",0.2775482487491065,237.66666666666666
52,NARIÑO,52320,GUAITARILLA,"2,21",0.254,297.9375
66,RISARALDA,66088,BELÉN DE UMBRÍA,"3,70",0.19642344870595574,258.85714285714283
54,NORTE DE SANTANDER,54743,SILOS,"0,84",0.26416399286987524,236.33333333333334
76,VALLE DEL CAUCA,76364,JAMUNDÍ,"17,37",0.19479325699745548,282.8816568047337
15,BOYACÁ,15686,SANTANA,"7,47",0.21142715559960357,283.3333333333333
17,CALDAS,17616,RISARALDA,"2,77",0.20705396825396827,282.2
52,NARIÑO,52022,ALDANA,"1,49",0.254,296.85714285714283
73,TOLIMA,73026,ALVARADO,"2,78",0.23386718750000002,267.0
05,ANTIOQUIA,05051,ARBOLETES,"3,72",0.2120180810731992,242.33333333333334
99,VICHADA,99524,LA PRIMAVERA,"0,34",0.29431394692264257,212.66666666666666
41,HUILA,41013,AGRADO,"0,82",0.22292018170019468,287.09090909090907
54,NORTE DE SANTANDER,54174,CHITAGÁ,"0,84",0.26416399286987524,283.0
25,CUNDINAMARCA,25899,ZIPAQUIRÁ,"17,31",0.19428256765261168,260.36416184971097
08,ATLÁNTICO,08296,GALAPA,"35,05",0.2301888,256.0625
05,ANTIOQUIA,05660,SAN LUIS,"6,36",0.2120180810731992,221.33333333333334
76,VALLE DEL CAUCA,76616,RIOFRÍO,"1,53",0.19479325699745548,250.4
05,ANTIOQUIA,05031,AMALFI,"5,90",0.2120180810731992,256.0
15,BOYACÁ,15740,SIACHOQUE,"1,01",0.21142715559960357,298.35
68,SANTANDER,68368,JESÚS MARÍA,"0,99",0.20767434317223482,310.3333333333333
68,SANTANDER,68522,PALMAR,"2,57",0.20767434317223482,298.0
13,BOLÍVAR,13140,CALAMAR,"2,73",0.26594403345127055,235.42857142857142
15,BOYACÁ,15897,ZETAQUIRA,"1,51",0.21142715559960357,280.875
25,CUNDINAMARCA,25402,LA VEGA,"5,26",0.19428256765261168,226.9090909090909
15,BOYACÁ,15822,TOTA,"1,22",0.21142715559960357,272.6666666666667
68,SANTANDER,68079,BARICHARA,"6,08",0.20767434317223482,288.3636363636364
68,SANTANDER,68861,VÉLEZ,"2,11",0.20767434317223482,295.3076923076923
05,ANTIOQUIA,05138,CAÑASGORDAS,"4,74",0.2120180810731992,303.0
44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,"0,17",0.31803024846957145,187.75
68,SANTANDER,68498,OCAMONTE,"0,81",0.20767434317223482,332.3333333333333
25,CUNDINAMARCA,25245,EL COLEGIO,"8,29",0.19428256765261168,256.3
05,ANTIOQUIA,05212,COPACABANA,"23,09",0.2120180810731992,246.63636363636363
15,BOYACÁ,15131,CALDAS,"0,95",0.21142715559960357,272.5
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,"1,67",0.163456,230.0
05,ANTIOQUIA,05656,SAN JERÓNIMO,"8,21",0.2120180810731992,258.5
15,BOYACÁ,15533,PAYA,"1,47",0.21142715559960357,249.0
18,CAQUETA,18150,CARTAGENA DEL CHAIRÁ,"0,07",0.24688277668631303,234.0
52,NARIÑO,52254,EL PEÑOL,"0,85",0.254,272.7916666666667
52,NARIÑO,52506,OSPINA,"2,14",0.254,293.9166666666667
19,CAUCA,19137,CALDONO,"0,32",0.22989817415730338,258.05
08,ATLÁNTICO,08832,TUBARÁ,"0,21",0.2301888,231.0
68,SANTANDER,68077,BARBOSA,"7,27",0.20767434317223482,291.84285714285716
68,SANTANDER,68217,COROMORO,"1,02",0.20767434317223482,321.0
19,CAUCA,19824,TOTORÓ,"0,21",0.22989817415730338,237.0
50,META,50318,GUAMAL,"2,77",0.21401589825119238,244.0
25,CUNDINAMARCA,25530,PARATEBUENO,"3,99",0.19428256765261168,236.75
63,QUINDÍO,63111,BUENAVISTA,"2,23",0.20098887515451175,251.5
05,ANTIOQUIA,05044,ANZA,"2,30",0.2120180810731992,236.0
41,HUILA,41001,NEIVA,"21,52",0.22292018170019468,286.1964171465131
50,META,50568,PUERTO GAITÁN,"2,68",0.21401589825119238,234.83333333333334
18,CAQUETA,18001,FLORENCIA,"11,36",0.24688277668631303,254.85472972972974
52,NARIÑO,52203,COLÓN,"1,99",0.254,305.8666666666667
44,LA GUAJIRA,44847,URIBIA,"0,63",0.31803024846957145,201.2093023255814
76,VALLE DEL CAUCA,76306,GINEBRA,"2,17",0.19479325699745548,266.0
15,BOYACÁ,15325,GUAYATÁ,"2,41",0.21142715559960357,275.0
13,BOLÍVAR,13248,EL GUAMO,"1,03",0.26594403345127055,268.0
52,NARIÑO,52260,EL TAMBO,"1,16",0.254,255.8780487804878
41,HUILA,41349,HOBO,"0,54",0.22292018170019468,249.0
68,SANTANDER,68720,SANTA HELENA DEL OPÓN,"0,89",0.20767434317223482,245.0
19,CAUCA,19548,PIENDAMÓ - TUNÍA,"4,39",0.22989817415730338,286.57142857142856
17,CALDAS,17873,VILLAMARÍA,"16,28",0.20705396825396827,304.6901408450704
15,BOYACÁ,15368,JERICÓ,"1,04",0.21142715559960357,321.0
50,META,50577,PUERTO LLERAS,"1,49",0.21401589825119238,248.5
52,NARIÑO,52210,CONTADERO,"0,88",0.254,317.1875
86,PUTUMAYO,86569,PUERTO CAICEDO,"0,19",0.23961087866108785,284.61538461538464
13,BOLÍVAR,13160,CANTAGALLO,"1,94",0.26594403345127055,250.25
85,CASANARE,85162,MONTERREY,"1,87",0.21921489275596923,267.05
15,BOYACÁ,15097,BOAVITA,"3,08",0.21142715559960357,272.375
05,ANTIOQUIA,05380,LA ESTRELLA,"23,64",0.2120180810731992,265.4375
15,BOYACÁ,15051,ARCABUCO,"2,06",0.21142715559960357,283.7368421052632
15,BOYACÁ,15646,SAMACÁ,"2,08",0.21142715559960357,279.47727272727275
70,SUCRE,70708,SAN MARCOS,"1,96",0.2775482487491065,237.125
50,META,50245,EL CALVARIO,"1,86",0.21401589825119238,262.5
68,SANTANDER,68655,SABANA DE TORRES,"3,94",0.20767434317223482,268.56666666666666
25,CUNDINAMARCA,25839,UBALÁ,"1,31",0.19428256765261168,276.6666666666667
68,SANTANDER,68179,CHIPATÁ,"0,73",0.20767434317223482,302.3333333333333
25,CUNDINAMARCA,25317,GUACHETÁ,"2,08",0.19428256765261168,294.5
41,HUILA,41807,TIMANÁ,"0,34",0.22292018170019468,301.1111111111111
68,SANTANDER,68820,TONA,"1,02",0.20767434317223482,321.0
54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,"10,24",0.26416399286987524,266.9550561797753
54,NORTE DE SANTANDER,54344,HACARÍ,"0,26",0.26416399286987524,223.0
54,NORTE DE SANTANDER,54099,BOCHALEMA,"0,20",0.26416399286987524,256.2
15,BOYACÁ,15204,CÓMBITA,"1,35",0.21142715559960357,292.6666666666667
27,CHOCÓ,27450,MEDIO SAN JUAN,"0,26",0.3020449521002211,198.0
05,ANTIOQUIA,05642,SALGAR,"4,48",0.2120180810731992,215.375
41,HUILA,41396,LA PLATA,"3,19",0.22292018170019468,269.75
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,"0,19",0.3020449521002211,204.0
05,ANTIOQUIA,05895,ZARAGOZA,"5,06",0.2120180810731992,188.0
50,META,50400,LEJANÍAS,"1,63",0.21401589825119238,253.92307692307693
25,CUNDINAMARCA,25524,PANDI,"3,18",0.19428256765261168,249.5
54,NORTE DE SANTANDER,54673,SAN CAYETANO,"0,54",0.26416399286987524,238.0
25,CUNDINAMARCA,25878,VIOTÁ,"1,59",0.19428256765261168,221.4
13,BOLÍVAR,13673,SANTA CATALINA,"3,93",0.26594403345127055,234.8
05,ANTIOQUIA,05107,BRICEÑO,"4,44",0.2120180810731992,240.0
54,NORTE DE SANTANDER,54172,CHINÁCOTA,"4,45",0.26416399286987524,290.3636363636364
05,ANTIOQUIA,05315,GUADALUPE,"6,10",0.2120180810731992,246.0
15,BOYACÁ,15092,BETÉITIVA,"1,07",0.21142715559960357,291.3333333333333
41,HUILA,41551,PITALITO,"10,05",0.22292018170019468,279.7943548387097
25,CUNDINAMARCA,25594,QUETAME,"3,55",0.19428256765261168,269.6666666666667
05,ANTIOQUIA,05591,PUERTO TRIUNFO,"9,88",0.2120180810731992,230.35714285714286
50,META,50226,CUMARAL,"6,43",0.21401589825119238,258.1
73,TOLIMA,73520,PALOCABILDO,"1,43",0.23386718750000002,244.57142857142858
08,ATLÁNTICO,08634,SABANAGRANDE,"4,68",0.2301888,241.0
73,TOLIMA,73268,ESPINAL,"14,67",0.23386718750000002,255.52307692307693
86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,"1,82",0.23961087866108785,273.92857142857144
25,CUNDINAMARCA,25175,CHÍA,"26,02",0.19428256765261168,288.9676724137931
76,VALLE DEL CAUCA,76403,LA VICTORIA,"6,53",0.19479325699745548,270.2
05,ANTIOQUIA,05490,NECOCLÍ,"3,58",0.2120180810731992,211.71428571428572
05,ANTIOQUIA,05088,BELLO,"20,21",0.2120180810731992,246.06306306306305
23,CÓRDOBA,23090,CANALETE,"0,49",0.2646156546156546,257.3333333333333
05,ANTIOQUIA,05364,JARDÍN,"9,04",0.2120180810731992,243.0
76,VALLE DEL CAUCA,76520,PALMIRA,"17,39",0.19479325699745548,274.80611270296083
70,SUCRE,70717,SAN PEDRO,"0,07",0.2775482487491065,233.25
73,TOLIMA,73873,VILLARRICA,"2,48",0.23386718750000002,369.0
52,NARIÑO,52354,IMUÉS,"2,09",0.254,301.53846153846155
15,BOYACÁ,15162,CERINZA,"2,77",0.21142715559960357,281.9166666666667
05,ANTIOQUIA,05659,SAN JUAN DE URABÁ,"2,61",0.2120180810731992,211.5
20,CESAR,20175,CHIMICHAGUA,"0,14",0.261579879560751,241.9
23,CÓRDOBA,23419,LOS CÓRDOBAS,"0,62",0.2646156546156546,165.0
20,CESAR,20178,CHIRIGUANÁ,"1,30",0.261579879560751,214.21875
19,CAUCA,19355,INZÁ,"0,48",0.22989817415730338,285.6
13,BOLÍVAR,13654,SAN JACINTO,"4,84",0.26594403345127055,323.0
05,ANTIOQUIA,05585,PUERTO NARE,"7,51",0.2120180810731992,196.25
85,CASANARE,85136,LA SALINA,"3,32",0.21921489275596923,244.0
25,CUNDINAMARCA,25817,TOCANCIPÁ,"13,85",0.19428256765261168,262.61764705882354
25,CUNDINAMARCA,25181,CHOACHÍ,"1,88",0.19428256765261168,253.7
15,BOYACÁ,15667,SAN LUIS DE GACENO,"2,18",0.21142715559960357,259.0
05,ANTIOQUIA,05475,MURINDÓ,"1,93",0.2120180810731992,180.0
81,ARAUCA,81736,SARAVENA,"4,23",0.24664762741652022,267.484375
54,NORTE DE SANTANDER,54261,EL ZULIA,"1,55",0.26416399286987524,229.375
05,ANTIOQUIA,05093,BETULIA,"4,50",0.2120180810731992,212.0
52,NARIÑO,52685,SAN BERNARDO,"1,47",0.254,304.6111111111111
05,ANTIOQUIA,05652,SAN FRANCISCO,"3,84",0.2120180810731992,274.5
66,RISARALDA,66682,SANTA ROSA DE CABAL,"14,04",0.19642344870595574,265.72151898734177
15,BOYACÁ,15464,MONGUA,"2,35",0.21142715559960357,290.375
15,BOYACÁ,15180,CHISCAS,"2,33",0.21142715559960357,260.6666666666667
54,NORTE DE SANTANDER,54498,OCAÑA,"8,17",0.26416399286987524,273.1711229946524
15,BOYACÁ,15109,BUENAVISTA,"0,82",0.21142715559960357,269.6666666666667
18,CAQUETA,18094,BELÉN DE LOS ANDAQUÍES,"0,33",0.24688277668631303,238.83333333333334
15,BOYACÁ,15798,TENZA,"2,67",0.21142715559960357,319.0
27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,"0,26",0.3020449521002211,207.0
15,BOYACÁ,15407,VILLA DE LEYVA,"8,77",0.21142715559960357,278.1914893617021
52,NARIÑO,52378,LA CRUZ,"3,07",0.254,314.45
15,BOYACÁ,15816,TOGÜÍ,"0,92",0.21142715559960357,311.3333333333333
86,PUTUMAYO,86885,VILLAGARZÓN,"1,19",0.23961087866108785,269.81481481481484
52,NARIÑO,52083,BELÉN,"1,72",0.254,293.51162790697674
15,BOYACÁ,15226,CUÍTIVA,"1,78",0.21142715559960357,292.0
25,CUNDINAMARCA,25328,GUAYABAL DE SIQUIMA,"1,89",0.19428256765261168,273.5
76,VALLE DEL CAUCA,76622,ROLDANILLO,"11,40",0.19479325699745548,283.6734693877551
13,BOLÍVAR,13873,VILLANUEVA,"2,32",0.26594403345127055,258.0
19,CAUCA,19001,POPAYÁN,"18,09",0.22989817415730338,285.79193400549957
15,BOYACÁ,15455,MIRAFLORES,"7,10",0.21142715559960357,297.04
17,CALDAS,17001,MANIZALES,"19,24",0.20705396825396827,302.97536394176933
05,ANTIOQUIA,05809,TITIRIBÍ,"4,55",0.2120180810731992,229.42857142857142
13,BOLÍVAR,13549,PINILLOS,"0,44",0.26594403345127055,223.0
44,LA GUAJIRA,44279,FONSECA,"7,34",0.31803024846957145,234.10714285714286
05,ANTIOQUIA,05440,MARINILLA,"11,96",0.2120180810731992,258.38461538461536
25,CUNDINAMARCA,25506,VENECIA,"1,52",0.19428256765261168,259.0
18,CAQUETA,18785,SOLITA,"0,16",0.24688277668631303,260.0
76,VALLE DEL CAUCA,76036,ANDALUCÍA,"8,66",0.19479325699745548,249.5
68,SANTANDER,68320,GUADALUPE,"1,66",0.20767434317223482,292.75
47,MAGDALENA,47551,PIVIJAY,"2,27",0.2781801670904468,205.0
50,META,50680,SAN CARLOS DE GUAROA,"2,61",0.21401589825119238,223.5
19,CAUCA,19075,BALBOA,"0,27",0.22989817415730338,281.6923076923077
76,VALLE DEL CAUCA,76845,ULLOA,"6,50",0.19479325699745548,290.0
15,BOYACÁ,15090,BERBEO,"2,38",0.21142715559960357,260.6666666666667
41,HUILA,41020,ALGECIRAS,"0,08",0.22292018170019468,278.875
