COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,INDICE,ipm,saber_punt_global_mean
15,BOYACÁ,15332,GÜICÁN,"1,73",0.21142715559960357,297.0
17,CALDAS,17174,CHINCHINÁ,"13,45",0.20705396825396827,277.9166666666667
76,VALLE DEL CAUCA,76318,GUACARÍ,"7,88",0.19479325699745548,245.06451612903226
15,BOYACÁ,15755,SOCOTÁ,"0,86",0.21142715559960357,232.2941176470588
52,NARIÑO,52385,LA LLANADA,"0,32",0.254,290.26666666666665
66,RISARALDA,66075,BALBOA,"1,57",0.19642344870595574,270.5
08,ATLÁNTICO,08421,LURUACO,"2,60",0.2301888,256.0
19,CAUCA,19450,MERCADERES,"0,50",0.22989817415730338,309.42857142857144
68,SANTANDER,68377,LA BELLEZA,"1,06",0.20767434317223482,327.0
25,CUNDINAMARCA,25758,SOPÓ,"14,72",0.19428256765261168,292.4166666666667
15,BOYACÁ,15835,TURMEQUÉ,"3,30",0.21142715559960357,298.7
66,RISARALDA,66001,PEREIRA,"22,23",0.19642344870595574,290.00423131170663
15,BOYACÁ,15377,LABRANZAGRANDE,"2,01",0.21142715559960357,282.0
23,CÓRDOBA,23417,LORICA,"5,19",0.2646156546156546,231.0952380952381
68,SANTANDER,68190,CIMITARRA,"2,69",0.20767434317223482,274.3809523809524
15,BOYACÁ,15425,MACANAL,"1,77",0.21142715559960357,328.0
52,NARIÑO,52473,MOSQUERA,"0,17",0.254,261.0
85,CASANARE,85230,OROCUÉ,"0,11",0.21921489275596923,296.0
25,CUNDINAMARCA,25535,PASCA,"0,71",0.19428256765261168,255.0
23,CÓRDOBA,23189,CIÉNAGA DE ORO,"3,55",0.2646156546156546,245.75
05,ANTIOQUIA,05042,SANTAFÉ DE ANTIOQUIA,"10,64",0.2120180810731992,229.85714285714286
47,MAGDALENA,47170,CHIVOLO,"0,14",0.2781801670904468,223.25
17,CALDAS,17513,PÁCORA,"4,28",0.20705396825396827,282.5
25,CUNDINAMARCA,25430,MADRID,"18,01",0.19428256765261168,245.78832116788323
47,MAGDALENA,47288,FUNDACIÓN,"3,64",0.2781801670904468,232.6
70,SUCRE,70771,SUCRE,"0,21",0.2775482487491065,233.16666666666666
25,CUNDINAMARCA,25823,TOPAIPÍ,"0,82",0.19428256765261168,279.0
05,ANTIOQUIA,05120,CÁCERES,"2,96",0.2120180810731992,263.0
17,CALDAS,17380,LA DORADA,"11,21",0.20705396825396827,244.55084745762713
25,CUNDINAMARCA,25019,ALBÁN,"2,08",0.19428256765261168,227.2
25,CUNDINAMARCA,25513,PACHO,"2,81",0.19428256765261168,223.0
68,SANTANDER,68081,BARRANCABERMEJA,"16,96",0.20767434317223482,262.85714285714283
25,CUNDINAMARCA,25851,ÚTICA,"3,58",0.19428256765261168,247.0
47,MAGDALENA,47268,EL RETÉN,"0,50",0.2781801670904468,213.0
50,META,50683,SAN JUAN DE ARAMA,"2,11",0.21401589825119238,252.66666666666666
15,BOYACÁ,15223,CUBARÁ,"0,07",0.21142715559960357,209.0
20,CESAR,20550,PELAYA,"0,66",0.261579879560751,229.5
05,ANTIOQUIA,05353,HISPANIA,"9,29",0.2120180810731992,231.71428571428572
66,RISARALDA,66572,PUEBLO RICO,"0,61",0.19642344870595574,278.75
15,BOYACÁ,15183,CHITA,"1,54",0.21142715559960357,312.3333333333333
52,NARIÑO,52207,CONSACÁ,"0,67",0.254,295.96774193548384
17,CALDAS,17446,MARULANDA,"7,33",0.20705396825396827,304.0
52,NARIÑO,52399,LA UNIÓN,"1,40",0.254,286.80645161290323
41,HUILA,41078,BARAYA,"0,47",0.22292018170019468,281.4
15,BOYACÁ,15185,CHITARAQUE,"1,20",0.21142715559960357,286.6666666666667
05,ANTIOQUIA,05842,URAMITA,"3,51",0.2120180810731992,238.0
52,NARIÑO,52258,EL TABLÓN DE GÓMEZ,"0,44",0.254,293.6595744680851
05,ANTIOQUIA,05360,ITAGUI,"24,24",0.2120180810731992,252.9102564102564
25,CUNDINAMARCA,25653,SAN CAYETANO,"0,74",0.19428256765261168,250.8
73,TOLIMA,73585,PURIFICACIÓN,"6,15",0.23386718750000002,252.0
19,CAUCA,19760,SOTARÁ PAISPAMBA,"0,28",0.22989817415730338,274.5
68,SANTANDER,68327,GÜEPSA,"5,87",0.20767434317223482,322.0
25,CUNDINAMARCA,25260,EL ROSAL,"4,41",0.19428256765261168,261.5
52,NARIÑO,52788,TANGUA,"1,38",0.254,288.94117647058823
44,LA GUAJIRA,44078,BARRANCAS,"2,32",0.31803024846957145,230.45
73,TOLIMA,73449,MELGAR,"13,88",0.23386718750000002,258.52941176470586
50,META,50313,GRANADA,"6,68",0.21401589825119238,265.6304347826087
41,HUILA,41615,RIVERA,"1,39",0.22292018170019468,281.03636363636366
25,CUNDINAMARCA,25793,TAUSA,"1,26",0.19428256765261168,291.0
15,BOYACÁ,15494,NUEVO COLÓN,"2,11",0.21142715559960357,293.6666666666667
05,ANTIOQUIA,05756,SONSON,"7,03",0.2120180810731992,213.2
76,VALLE DEL CAUCA,76823,TORO,"5,89",0.19479325699745548,246.5
52,NARIÑO,52051,ARBOLEDA,"0,73",0.254,280.44444444444446
25,CUNDINAMARCA,25885,YACOPÍ,"1,61",0.19428256765261168,263.0
05,ANTIOQUIA,05034,ANDES,"7,20",0.2120180810731992,218.0
52,NARIÑO,52317,GUACHUCAL,"1,07",0.254,278.10526315789474
15,BOYACÁ,15507,OTANCHE,"2,48",0.21142715559960357,256.5
47,MAGDALENA,47745,SITIONUEVO,"0,05",0.2781801670904468,224.0
15,BOYACÁ,15804,TIBANÁ,"2,01",0.21142715559960357,289.55555555555554
13,BOLÍVAR,13838,TURBANÁ,"3,65",0.26594403345127055,188.0
54,NORTE DE SANTANDER,54480,MUTISCUA,"1,15",0.26416399286987524,218.66666666666666
15,BOYACÁ,15522,PANQUEBA,"1,69",0.21142715559960357,282.0
86,PUTUMAYO,86571,PUERTO GUZMÁN,"0,17",0.23961087866108785,269.0
13,BOLÍVAR,13683,SANTA ROSA,"3,17",0.26594403345127055,232.33333333333334
27,CHOCÓ,27800,UNGUÍA,"1,28",0.3020449521002211,266.0
41,HUILA,41524,PALERMO,"4,19",0.22292018170019468,272.97222222222223
81,ARAUCA,81300,FORTUL,"0,10",0.24664762741652022,262.57142857142856
25,CUNDINAMARCA,25368,JERUSALÉN,"2,15",0.19428256765261168,288.0
19,CAUCA,19693,SAN SEBASTIÁN,"0,33",0.22989817415730338,293.2
47,MAGDALENA,47960,ZAPAYÁN,"0,10",0.2781801670904468,197.0
05,ANTIOQUIA,05197,COCORNÁ,"4,47",0.2120180810731992,239.0
68,SANTANDER,68780,SURATÁ,"1,11",0.20767434317223482,277.0
23,CÓRDOBA,23466,MONTELÍBANO,"5,52",0.2646156546156546,222.94444444444446
08,ATLÁNTICO,08001,BARRANQUILLA,"15,81",0.2301888,286.6227450980392
19,CAUCA,19130,CAJIBÍO,"0,27",0.22989817415730338,269.82608695652175
63,QUINDÍO,63594,QUIMBAYA,"9,97",0.20098887515451175,272.8125
85,CASANARE,85263,PORE,"5,16",0.21921489275596923,257.25
25,CUNDINAMARCA,25224,CUCUNUBÁ,"0,84",0.19428256765261168,286.0
73,TOLIMA,73152,CASABIANCA,"2,01",0.23386718750000002,305.0
13,BOLÍVAR,13430,MAGANGUÉ,"5,65",0.26594403345127055,226.88888888888889
25,CUNDINAMARCA,25288,FÚQUENE,"0,65",0.19428256765261168,230.0
73,TOLIMA,73226,CUNDAY,"2,81",0.23386718750000002,291.6666666666667
63,QUINDÍO,63190,CIRCASIA,"12,94",0.20098887515451175,284.94444444444446
41,HUILA,41132,CAMPOALEGRE,"7,88",0.22292018170019468,271.3953488372093
15,BOYACÁ,15516,PAIPA,"9,94",0.21142715559960357,297.07339449541286
15,BOYACÁ,15500,OICATÁ,"2,23",0.21142715559960357,281.5
76,VALLE DEL CAUCA,76100,BOLÍVAR,"2,11",0.19479325699745548,318.5
54,NORTE DE SANTANDER,54405,LOS PATIOS,"13,11",0.26416399286987524,268.87012987012986
15,BOYACÁ,15776,SUTAMARCHÁN,"1,28",0.21142715559960357,250.7
25,CUNDINAMARCA,25736,SESQUILÉ,"5,97",0.19428256765261168,264.75
19,CAUCA,19517,PAEZ,"0,40",0.22989817415730338,276.0
19,CAUCA,19142,CALOTO,"0,41",0.22989817415730338,246.13333333333333
47,MAGDALENA,47605,REMOLINO,"0,07",0.2781801670904468,235.0
08,ATLÁNTICO,08758,SOLEDAD,"9,90",0.2301888,240.495
66,RISARALDA,66400,LA VIRGINIA,"13,81",0.19642344870595574,257.90909090909093
91,AMAZONAS,91001,LETICIA,"1,78",0.25404312668463613,259.54545454545456
66,RISARALDA,66456,MISTRATÓ,"1,07",0.19642344870595574,201.0
13,BOLÍVAR,13440,MARGARITA,"1,04",0.26594403345127055,255.0
54,NORTE DE SANTANDER,54051,ARBOLEDAS,"0,99",0.26416399286987524,231.0
15,BOYACÁ,15380,LA CAPILLA,"3,16",0.21142715559960357,283.6666666666667
27,CHOCÓ,27001,QUIBDÓ,"12,10",0.3020449521002211,212.64912280701753
17,CALDAS,17486,NEIRA,"3,48",0.20705396825396827,289.125
15,BOYACÁ,15403,LA UVITA,"3,10",0.21142715559960357,324.75
25,CUNDINAMARCA,25126,CAJICÁ,"23,01",0.19428256765261168,312.2352941176471
13,BOLÍVAR,13473,MORALES,"1,07",0.26594403345127055,296.3333333333333
63,QUINDÍO,63272,FILANDIA,"5,30",0.20098887515451175,267.75
05,ANTIOQUIA,05079,BARBOSA,"9,94",0.2120180810731992,241.0
18,CAQUETA,18753,SAN VICENTE DEL CAGUÁN,"6,55",0.24688277668631303,225.94736842105263
05,ANTIOQUIA,05147,CAREPA,"10,07",0.2120180810731992,226.3846153846154
15,BOYACÁ,15189,CIÉNEGA,"2,57",0.21142715559960357,280.6
70,SUCRE,70702,SAN JUAN DE BETULIA,"3,11",0.2775482487491065,234.33333333333334
73,TOLIMA,73347,HERVEO,"3,73",0.23386718750000002,297.0
25,CUNDINAMARCA,25398,LA PEÑA,"1,32",0.19428256765261168,334.0
19,CAUCA,19318,GUAPI,"0,09",0.22989817415730338,170.0
15,BOYACÁ,15176,CHIQUINQUIRÁ,"8,43",0.21142715559960357,278.015503875969
50,META,50006,ACACÍAS,"12,20",0.21401589825119238,250.59
68,SANTANDER,68266,ENCISO,"1,42",0.20767434317223482,288.0
20,CESAR,20443,MANAURE,"0,11",0.261579879560751,204.6
41,HUILA,41518,PAICOL,"2,43",0.22292018170019468,273.6
15,BOYACÁ,15861,VENTAQUEMADA,"1,48",0.21142715559960357,287.3529411764706
94,GUAINÍA,94001,INÍRIDA,"2,72",0.3276698262243286,223.34285714285716
25,CUNDINAMARCA,25875,VILLETA,"9,66",0.19428256765261168,240.5
20,CESAR,20621,LA PAZ,"3,71",0.261579879560751,217.84615384615384
73,TOLIMA,73283,FRESNO,"1,92",0.23386718750000002,289.92
